attempt_id,mode,started,log_file,unit,send_header,listen_header,channel_parameter_profile,channel_parameter_status,channel_parameters,session_command,session_command_label,session_counter,session_status,session_result,pre_read_sequence,post_session_extra_frames,read_profile,ack_variant,delay_ms,read_counter,read_command,read_command_label,read_status,read_result,stopped_early,raw_payloads,error
direct_ctr0_220600,direct_read,2026-04-28T17:21:02.398,logs\pq25_before_fresh_channel_reopen_write_verify_direct_read_direct_ctr0_220600.txt,20,,,minimal,,{},,,,,,,[],carista_kwp,,,,,,,,,[],"could not open port 'COM10': OSError(22, 'De time-outperiode van de semafoor is verlopen.', None, 121)"
