attempt_id,mode,started,log_file,unit,ecu_scan_status,scan_probe,scan_native_builder,scan_purpose,send_header,listen_header,channel_parameter_profile,channel_parameter_status,channel_parameters,session_command,session_command_label,session_counter,session_status,session_result,pre_read_sequence,post_session_extra_frames,read_profile,ack_variant,delay_ms,read_counter,read_command,read_command_label,read_status,read_result,stopped_early,raw_payloads,error
direct_ctr0_1802FF00,direct_read,2026-05-02T19:06:41.831,logs\bcm_fault_status_20260502_1905_direct_read_direct_ctr0_1802FF00.txt,20,,,,,338,300,all,answered,"{""block"":15,""T1"":138,""T2"":255,""T3"":79,""T4"":255}",,,,,,,[],carista_kwp,,,0,1802FF00,read-only DTC/status read retained for BCM lighting debug snapshots; previous live response was 58020C9820038B20,other,58010C9820,,"[{""timestamp"":""2026-05-02T19:06:49.089"",""source"":""20C00010000301"",""header"":""220"",""payload"":""00D00003380301"",""tp20_label"":""TP2.0 application/control frame type=0 seq=0""},{""timestamp"":""2026-05-02T19:06:50.394"",""source"":""A00F8AFF32FF"",""header"":""220"",""payload"":""00D00003380301"",""tp20_label"":""TP2.0 application/control frame type=0 seq=0""},{""timestamp"":""2026-05-02T19:06:50.394"",""source"":""A00F8AFF32FF"",""header"":""300"",""payload"":""A10F8AFF4FFF"",""tp20_label"":""TP2.0 channel parameters block=15 T1=138 T2=255 T3=79 T4=255""},{""timestamp"":""2026-05-02T19:06:51.553"",""source"":""1000041802FF00"",""header"":""300"",""payload"":""B1"",""tp20_label"":""TP2.0 ACK/control frame""},{""timestamp"":""2026-05-02T19:06:51.553"",""source"":""1000041802FF00"",""header"":""300"",""payload"":""10000558010C9820"",""tp20_label"":""TP2.0 application first frame seq=0 len=5""}]",
direct_ctr0_1902FF,direct_read,2026-05-02T19:06:52.470,logs\bcm_fault_status_20260502_1905_direct_read_direct_ctr0_1902FF.txt,20,,,,,338,300,all,answered,"{""block"":15,""T1"":138,""T2"":255,""T3"":79,""T4"":255}",,,,,,,[],carista_kwp,,,0,1902FF,read-only DTC/status read retained for BCM lighting debug snapshots; previous live response was 7F1911,negative,7F1911,,"[{""timestamp"":""2026-05-02T19:06:58.004"",""source"":""20C00010000301"",""header"":""220"",""payload"":""00D00003380301"",""tp20_label"":""TP2.0 application/control frame type=0 seq=0""},{""timestamp"":""2026-05-02T19:06:59.308"",""source"":""A00F8AFF32FF"",""header"":""220"",""payload"":""00D00003380301"",""tp20_label"":""TP2.0 application/control frame type=0 seq=0""},{""timestamp"":""2026-05-02T19:06:59.308"",""source"":""A00F8AFF32FF"",""header"":""300"",""payload"":""A10F8AFF4FFF"",""tp20_label"":""TP2.0 channel parameters block=15 T1=138 T2=255 T3=79 T4=255""},{""timestamp"":""2026-05-02T19:07:00.467"",""source"":""1000031902FF"",""header"":""300"",""payload"":""B1"",""tp20_label"":""TP2.0 ACK/control frame""},{""timestamp"":""2026-05-02T19:07:00.467"",""source"":""1000031902FF"",""header"":""300"",""payload"":""1000037F1911"",""tp20_label"":""TP2.0 application first frame seq=0 len=3""}]",
