state,repeat,command,command_label,status,payload,payload_bytes,changed_from_baseline,error,log_file,send_header,listen_header,channel_parameter_status,channel_parameters,raw_payloads
switch_middle,1,<setup>,,,,,,TP2.0 channel parameters did not answer; aborting this state instead of logging misleading no_response rows. Reset the adapter/channel and retry with --parameter-profile legacy.,logs\chlh_055c_direct_20260503_switch_middle_r01_tp20_snapshot.txt,338,300,,{},[]
