attempt_id,mode,started,unit,send_header,listen_header,channel_parameter_profile,channel_parameter_status,channel_parameters,read_profile,read_counter,read_command,read_command_label,read_status,read_result,raw_payloads,error
,ReadValuesOperation::readItemAvailabilityAndValues,2026-05-04T16:35:07.719,20,,,carista_then_minimal,,{},core,,<setup>,,,,[],"could not open port 'COM10': OSError(22, 'De time-outperiode van de semafoor is verlopen.', None, 121)"
